names,scores,logfoldchanges,pvals,pvals_adj
EDN1,23.13023,-8.629023,2.2989624982356967e-118,5.007931047112155e-118
PDGFRB,22.844084,-8.790169,1.6733283304836843e-115,3.489501762350122e-115
CDC6,21.794878,-7.8846664,2.5948652242417083e-105,5.189730448483417e-105
OLR1,21.50873,-8.599898,1.2898710936414653e-102,2.5499185781813936e-102
SLC4A10,21.50873,-7.2938023,1.2898710936414653e-102,2.5499185781813936e-102
MAL,20.554907,-7.4388323,6.956453719098178e-94,1.3072017428195476e-93
CCND1,19.696465,-7.75002,2.3121229278147877e-86,4.206095964429029e-86
TAF4B,19.410318,-7.473298,6.313578317033485e-84,1.1424570287965352e-83
LAMA2,19.314936,-8.153477,4.0223703553709725e-83,7.24026663966775e-83
TNFSF10,19.12417,-7.9892654,1.5888138695252491e-81,2.8008986772043053e-81
ANGPT2,19.12417,-8.236712,1.5888138695252491e-81,2.8008986772043053e-81
UGT8,17.8842,-8.718759,1.5658684546595545e-71,2.5870870120462204e-71
PRKCE,17.598051,-8.144211,2.5494356986703657e-69,4.171803870551507e-69
IL6,17.12114,-8.700807,1.0323375801638595e-65,1.6653747755473584e-65
CENPJ,16.834993,-8.716913,1.3520484661260424e-63,2.1607503524070396e-63
CLDN15,16.548845,-7.5395555,1.6320203258489355e-61,2.5960509369317953e-61
GPRASP1,16.2627,-8.597292,1.8156237080830698e-59,2.8353575715269857e-59
IDE,15.404257,-8.440501,1.532406129211173e-53,2.3714158198652538e-53
RASGRP1,15.308874,-6.814148,6.6708331302135095e-53,1.0276688876274865e-52
TBP,14.831963,-8.370725,9.103217374326885e-50,1.3898662241159798e-49
CD14,14.641198,-9.380532,1.5334298181348328e-48,2.310277523357325e-48
SPI1,14.164286,-6.764232,1.5240866519031187e-45,2.218032489152624e-45
PLA2G6,13.878139,-8.82926,8.594710254993837e-44,1.2402493279358196e-43
ORC6,12.256638,-9.753631,1.5479004959768353e-34,2.1695982361642527e-34
ADARB1,11.684343,-8.425213,1.5325924019054606e-31,2.079946831157411e-31
SARM1,11.684343,-8.366665,1.5325924019054606e-31,2.079946831157411e-31
IL1B,11.302814,-14.713461,1.2707967065312953e-29,1.7110727308413503e-29
CLN8,11.112049,-7.7192397,1.0961489507352394e-28,1.4701291809860858e-28
MTA2,10.825902,-8.812751,2.5951157575347214e-27,3.426755170180983e-27
LCLAT1,10.635138,-9.2817135,2.0452772599815928e-26,2.659638109938041e-26
NR4A2,10.635138,-9.680992,2.0452772599815928e-26,2.659638109938041e-26
SYP,10.539755,-8.784191,5.664645799671584e-26,7.338291149574552e-26
CLCN6,10.062842,-7.473587,8.063571510868769e-24,1.0367449085402703e-23
AP4S1,9.776695,-8.501351,1.417634735061687e-22,1.8023460200412526e-22
CEP135,9.109018,-8.028948,8.31303977401693e-20,1.0376129936911642e-19
BACE2,9.013637,-9.040773,1.993348172973302e-19,2.4790002732977064e-19
TGFBR2,8.918254,-7.7499976,4.736970842400271e-19,5.8274965039600455e-19
CASP9,8.918254,-8.3428335,4.736970842400271e-19,5.8274965039600455e-19
OXTR,7.8690476,-10.358388,3.5735112645558734e-15,4.333832810206059e-15
GNB5,7.487518,-9.270025,7.018821733184657e-14,8.422586079821589e-14
FKTN,7.2013707,-9.177228,5.961016957680052e-13,7.128209089253769e-13
PRRT2,7.1059885,-9.915433,1.1946439477608775e-12,1.4235826833944952e-12
MAPK8,6.4383116,-7.6353273,1.208097170914074e-10,1.424721491215908e-10
LSR,6.4383116,-9.099568,1.208097170914074e-10,1.424721491215908e-10
MKS1,5.6752524,-9.457216,1.3848420925792227e-08,1.61643684526312e-08
RAB39B,5.293723,-9.85605,1.1985096557618e-07,1.3847645346977557e-07
MUTYH,5.293723,-9.154347,1.1985096557618e-07,1.3847645346977557e-07
SPAG4,5.102958,-10.278815,3.3438495607675234e-07,3.837572314706352e-07
PPP3CC,4.626046,-8.070533,3.7271223056752244e-06,4.220780889208367e-06
LRRC61,4.4352813,-9.619632,9.195210160129505e-06,1.0378752061928352e-05
GPD1L,4.339899,-9.667665,1.425482226661279e-05,1.603667504993939e-05
CTSC,4.053752,-9.26167,5.040269111451606e-05,5.61489262578648e-05
NPHP1,3.4814575,-10.039867,0.0004986930357874576,0.0005484019879077507
TMEM216,3.386075,-9.146642,0.0007089999354682516,0.000774690025335917
SRGAP3,3.0045455,-10.611258,0.002659780103727151,0.0028877612554751926
CACNA1A,2.909163,-11.2814455,0.0036239778762000275,0.003922153271077245
FIG4,2.7183983,-8.860574,0.006559882433228667,0.007077223319129981
KCND3,2.5276334,-10.51768,0.01148341633418502,0.012311374251696792
MFSD8,2.5276334,-8.6111,0.01148341633418502,0.012311374251696792
MSH6,2.432251,-9.331781,0.015005301337828066,0.016036915804803747
INPP4A,2.3368688,-8.7249155,0.019446012867667117,0.02071818193377618
NELL2,2.0507214,-10.381607,0.04029407573389989,0.042664315482952825
TSC1,1.8599567,-10.169499,0.06289165068915242,0.06638563128299423
SYNJ1,1.4784272,-8.794616,0.13929348828352173,0.14612997850602585
AP3M2,1.0968976,-8.610736,0.27268618081529705,0.2817482593318175
ARHGEF10,1.0968976,-10.828194,0.27268618081529705,0.2817482593318175
TUBA4A,0.6199856,-9.572027,0.5352672868849304,0.54482563129359
ARRB2,0.6199856,-8.182576,0.5352672868849304,0.54482563129359
CXCR4,0.33383837,-8.993877,0.7385015170670051,0.7428456436379874
TMEM67,0.238456,-8.975273,0.8115274468285312,0.8115274468285312
FANCF,-0.238456,-9.207414,0.8115274468285312,0.8115274468285312
PHF19,-0.33383837,-10.211971,0.7385015170670051,0.7428456436379874
CDK7,-0.33383837,-8.782936,0.7385015170670051,0.7428456436379874
PTDSS1,-0.42922077,-9.5185995,0.6677625622251827,0.6776700186380192
CUL2,-0.90613276,-9.185445,0.3648655890931519,0.3736048846402933
CAMK2G,-1.0015152,-10.968973,0.31657781831142573,0.3251339755630859
DLAT,-1.0015152,-9.98683,0.31657781831142573,0.3251339755630859
EGR2,-1.0968976,-9.957863,0.27268618081529705,0.2817482593318175
BRMS1L,-1.1922799,-10.134652,0.23315149616153208,0.2431030844123292
DHCR7,-1.1922799,-10.308141,0.23315149616153208,0.2431030844123292
TFAM,-1.7645743,-9.401327,0.07763533520172163,0.08169626042765783
BCL2,-2.2414863,-9.309913,0.024994592393577788,0.026547051548458395
ATXN3,-3.2906926,-8.621857,0.0009994104463393343,0.0010885298491976189
PDE4D,-3.386075,-9.562473,0.0007089999354682516,0.000774690025335917
GALC,-3.4814575,-9.982515,0.0004986930357874576,0.0005484019879077507
PTK2B,-3.57684,-10.821622,0.0003477731161933508,0.0003849139344275921
NEO1,-3.862987,-10.781231,0.00011200896322572607,0.00012437358903635818
PLAUR,-4.149134,-12.021038,3.3373512307304733e-05,3.729980787287e-05
IKBKB,-4.149134,-9.139687,3.3373512307304733e-05,3.729980787287e-05
OTUD4,-4.816811,-10.084147,1.45870756331098e-06,1.6574019490111467e-06
CASP6,-5.007576,-10.008077,5.511985811886404e-07,6.283663825550501e-07
NEK1,-5.007576,-10.476926,5.511985811886404e-07,6.283663825550501e-07
ATM,-5.102958,-8.516141,3.3438495607675234e-07,3.837572314706352e-07
FXN,-5.4844875,-9.9291115,4.146692423032966e-08,4.823703430875083e-08
CEP41,-6.1521645,-11.224438,7.643253438559502e-10,8.952029712285444e-10
DMD,-6.3429294,-10.801256,2.254369070999096e-10,2.649464681380381e-10
NELFA,-7.0106063,-10.178319,2.3728797330716677e-12,2.8177946830226056e-12
BMI1,-7.5829005,-9.934545,3.379141537459387e-14,4.0692479077856e-14
NQO1,-7.6782827,-10.540549,1.6123520024474162e-14,1.9484960594947576e-14
ATP13A2,-8.155195,-10.348991,3.4861747682337807e-16,4.242960038206238e-16
TCERG1,-8.34596,-10.272963,7.063795191650409e-17,8.627921269801571e-17
SLC12A2,-8.822871,-11.120524,1.115612614300062e-18,1.3675251401097535e-18
ABAT,-8.918254,-11.989893,4.736970842400271e-19,5.8274965039600455e-19
SLC2A1,-9.299784,-13.956244,1.4073187463764893e-20,1.7630146932628546e-20
MDM2,-9.395166,-11.257517,5.7127694366794815e-21,7.182967453471996e-21
TRIM37,-9.395166,-11.250524,5.7127694366794815e-21,7.182967453471996e-21
CXXC1,-9.490548,-9.795523,2.2982209249605907e-21,2.911079838283415e-21
GNG2,-9.776695,-9.920673,1.417634735061687e-22,1.8023460200412526e-22
EPHA4,-9.776695,-11.458077,1.417634735061687e-22,1.8023460200412526e-22
MYC,-10.253608,-11.498867,1.1400732862978829e-24,1.471339863825947e-24
GAK,-10.635138,-9.6641445,2.0452772599815928e-26,2.659638109938041e-26
TAZ,-10.730519,-10.282495,7.318358857810532e-27,9.6264566514277e-27
HTT,-10.825902,-10.079213,2.5951157575347214e-27,3.426755170180983e-27
CNR1,-10.921285,-12.310777,9.11970402598369e-28,1.2135948548196194e-27
SIRT7,-11.016666,-9.593483,3.1760343894899342e-28,4.242983442209209e-28
DDX23,-11.302814,-10.997669,1.2707967065312953e-29,1.7110727308413503e-29
TP53,-11.779726,-11.293085,4.965431211390744e-32,6.792709897182537e-32
APBB1,-11.875108,-10.887169,1.594275819122418e-32,2.1897282334934415e-32
GNPTAB,-11.875108,-10.717007,1.594275819122418e-32,2.1897282334934415e-32
CD68,-12.065873,-11.248215,1.5995702983562652e-33,2.2147896438779057e-33
REST,-12.161256,-10.470114,4.998456340269569e-34,6.949073448667449e-34
TBK1,-12.161256,-9.608001,4.998456340269569e-34,6.949073448667449e-34
XAB2,-12.638167,-10.130097,1.300497996157489e-36,1.83033051311054e-36
PTPRN2,-12.638167,-11.936607,1.300497996157489e-36,1.83033051311054e-36
BIN1,-13.019697,-11.316241,9.454534575636869e-39,1.3416808401941116e-38
POLR2B,-13.115079,-10.455797,2.6989949988346957e-39,3.846067873339441e-39
OPA1,-13.210462,-11.661886,7.635457904068329e-40,1.0926052733018279e-39
TMEM237,-13.591991,-11.606324,4.4675749415942915e-42,6.419792563131293e-42
TBPL1,-14.068903,-10.675266,5.897688683903268e-45,8.546650550402194e-45
HPCAL1,-14.164286,-10.082567,1.5240866519031187e-45,2.218032489152624e-45
MYH10,-14.164286,-12.145134,1.5240866519031187e-45,2.218032489152624e-45
ATF6,-14.164286,-10.229748,1.5240866519031187e-45,2.218032489152624e-45
PCNA,-14.259668,-11.941582,3.903062256008544e-46,5.778559703700962e-46
FAS,-14.35505,-12.20368,9.905332385749913e-47,1.4728798590984653e-46
PRKAR1B,-14.450433,-11.192008,2.4911515045691955e-47,3.720409670579322e-47
GTF2H1,-14.545815,-9.8714,6.20866893269583e-48,9.313003399043745e-48
SLC2A3,-14.641198,-12.610739,1.5334298181348328e-48,2.310277523357325e-48
UBQLN2,-14.641198,-10.32937,1.5334298181348328e-48,2.310277523357325e-48
CDKN1B,-15.022727,-9.397598,5.211843695086477e-51,7.993051765558633e-51
CXCL16,-15.404257,-9.92995,1.532406129211173e-53,2.3714158198652538e-53
CYP27A1,-16.2627,-10.025572,1.8156237080830698e-59,2.8353575715269857e-59
GGA1,-16.35808,-10.091451,3.809451824350065e-60,6.003836515795954e-60
SGK1,-16.453463,-15.83029,7.920679605674206e-61,1.2541076042317494e-60
PANK2,-17.025757,-11.042727,5.290332446436389e-65,8.4943366041373e-65
TIA1,-17.216522,-12.160857,1.9962852423977822e-66,3.23568508483432e-66
CREB1,-17.311905,-11.338805,3.825475263077765e-67,6.230059714155217e-67
SF3A2,-17.788816,-11.089805,8.628269408083985e-71,1.4186866045984246e-70
GLS,-17.979582,-12.288808,2.8160985941242094e-72,4.675270481507182e-72
OPTN,-17.979582,-10.45336,2.8160985941242094e-72,4.675270481507182e-72
SPP1,-18.074965,-38.80881,5.01881645295682e-73,8.413898171133493e-73
JAM3,-18.074965,-12.363914,5.01881645295682e-73,8.413898171133493e-73
MNAT1,-18.074965,-11.871767,5.01881645295682e-73,8.413898171133493e-73
HSPA6,-18.074965,-57.22965,5.01881645295682e-73,8.413898171133493e-73
ATG5,-18.36111,-10.5932045,2.6904548791842934e-75,4.600677843405142e-75
ADNP,-18.36111,-11.581225,2.6904548791842934e-75,4.600677843405142e-75
PRKCA,-18.456493,-13.05854,4.624038640984492e-76,7.986975834427758e-76
CLN3,-18.456493,-10.685569,4.624038640984492e-76,7.986975834427758e-76
RARS2,-18.551876,-10.915643,7.875487944716535e-77,1.3741922842311506e-76
ERBB2,-18.647259,-12.369877,1.329210145099312e-77,2.3312301006357164e-77
TRADD,-19.12417,-10.212764,1.5888138695252491e-81,2.8008986772043053e-81
KRAS,-19.12417,-11.717658,1.5888138695252491e-81,2.8008986772043053e-81
CASP3,-19.791847,-11.770998,3.499779179804432e-87,6.400665665738587e-87
RNF216,-19.982613,-11.812274,7.803266276881967e-89,1.4347941218782971e-88
ADAM10,-19.982613,-12.074326,7.803266276881967e-89,1.4347941218782971e-88
ATP6V1H,-19.982613,-11.2991495,7.803266276881967e-89,1.4347941218782971e-88
CSF1,-20.459524,-14.252223,4.941857790957656e-93,9.235603084740538e-93
NF1,-20.74567,-12.417926,1.3413972720510903e-95,2.534573851057861e-95
GUSB,-20.841053,-11.456323,1.837507475533909e-96,3.491264203514427e-96
CELF1,-20.936436,-12.94922,2.494357274334407e-97,4.765755239231101e-97
SP100,-21.127201,-10.943702,4.472918367183933e-99,8.594034166162387e-99
U2AF2,-21.222584,-12.72889,5.908722354435302e-100,1.1416853362807193e-99
ORC4,-21.222584,-11.340781,5.908722354435302e-100,1.1416853362807193e-99
CCNH,-21.222584,-11.053256,5.908722354435302e-100,1.1416853362807193e-99
STXBP3,-21.317965,-11.54667,7.734882619365501e-101,1.5203045148408055e-100
CERS4,-21.794878,-13.079076,2.5948652242417083e-105,5.189730448483417e-105
MBP,-21.985641,-16.053951,3.9516581922201063e-107,7.996846755853707e-107
PRKACB,-22.27179,-13.896738,6.937502837396407e-110,1.4122773633271259e-109
ZNF24,-22.653318,-11.780161,1.2938851194985648e-113,2.649752759691672e-113
EGLN1,-22.748701,-13.948077,1.4781218252142034e-114,3.0452871338750457e-114
PLAU,-22.748701,-25.357595,1.4781218252142034e-114,3.0452871338750457e-114
TARDBP,-22.844084,-11.746314,1.6733283304836843e-115,3.489501762350122e-115
CHMP2B,-22.844084,-12.148775,1.6733283304836843e-115,3.489501762350122e-115
KIF3A,-22.939466,-13.441763,1.877190981813091e-116,3.9875733899383674e-116
HMOX1,-22.939466,-20.755497,1.877190981813091e-116,3.9875733899383674e-116
SNRPA,-23.03485,-12.311024,2.0868539402821224e-117,4.488704701738905e-117
POMGNT1,-23.03485,-13.569382,2.0868539402821224e-117,4.488704701738905e-117
TSPAN13,-23.13023,-13.821061,2.2989624982356967e-118,5.007931047112155e-118
CA2,-23.320995,-17.1774,2.7150637440911853e-120,6.029557145968737e-120
MTA1,-23.416378,-13.673207,2.910638187113733e-121,6.506132418254227e-121
RAD23B,-23.51176,-12.388266,3.092092082317353e-122,6.957207185214045e-122
NR3C1,-24.27482,-12.382208,3.617223882129389e-130,8.415582093117353e-130
SRSF4,-24.560966,-13.261102,3.302470356622812e-133,7.735923712089053e-133
CCL2,-24.942497,-54.564384,2.5757189358656783e-137,6.247488482738028e-137
POLR2H,-24.942497,-13.101087,2.5757189358656783e-137,6.247488482738028e-137
NAGLU,-25.13326,-13.801164,2.154068102331542e-139,5.377308693411586e-139
PRKRA,-25.89632,-13.664057,7.326599997772512e-148,1.8839828565700744e-147
EFHC1,-25.991703,-14.231017,6.146169558676226e-149,1.592416658384295e-148
PINK1,-26.087086,-13.597785,5.109298373791059e-150,1.3338778960584293e-149
HLA-DRB1,-26.182468,-59.143806,4.208938926915939e-151,1.1158582271358535e-150
ITPR2,-26.563997,-14.7482815,1.7699603580841372e-155,4.766349940667519e-155
ERLEC1,-26.563997,-12.985039,1.7699603580841372e-155,4.766349940667519e-155
ELAVL1,-26.754763,-14.038602,1.0868903225641945e-157,2.973731922535636e-157
PTGDS,-26.850143,-115.1674,8.401916405033388e-159,2.336142610180015e-158
TPM1,-27.040909,-19.672956,4.885696876359467e-161,1.3809159766239154e-160
RING1,-27.040909,-13.2235565,4.885696876359467e-161,1.3809159766239154e-160
BCAS2,-27.136292,-13.965104,3.675208402060215e-162,1.0562363642895743e-161
NTRK2,-27.136292,-31.219206,3.675208402060215e-162,1.0562363642895743e-161
DDIT3,-27.136292,-19.09244,3.675208402060215e-162,1.0562363642895743e-161
EIF2S1,-27.136292,-13.359086,3.675208402060215e-162,1.0562363642895743e-161
CCS,-27.327057,-14.734602,2.0237433312966754e-164,6.01843668959533e-164
SUCLA2,-27.613203,-14.361413,7.724519276690579e-168,2.358737136275159e-167
TGFB2,-27.613203,-20.949564,7.724519276690579e-168,2.358737136275159e-167
SMARCB1,-27.708586,-13.838704,5.502392318086148e-169,1.7264386906288647e-168
CNP,-27.803968,-15.536082,3.884057267145284e-170,1.2414463414613897e-169
TOMM40,-27.994734,-14.194916,1.883282954735312e-172,6.134121623995017e-172
XBP1,-28.185497,-21.625559,8.805642329367877e-175,2.923815220042538e-174
PPP3CA,-28.185497,-14.466959,8.805642329367877e-175,2.923815220042538e-174
PARP1,-28.28088,-15.3021345,5.9396999651013124e-176,2.0112647406580682e-175
ENO2,-28.28088,-20.895926,5.9396999651013124e-176,2.0112647406580682e-175
CAMK2D,-28.28088,-19.625772,5.9396999651013124e-176,2.0112647406580682e-175
HLA-DRA,-28.376263,-93.08576,3.970285640094558e-177,1.3855486621554479e-176
TNFRSF12A,-28.471645,-30.92299,2.629860692995784e-178,9.272292340253177e-178
AK3,-28.471645,-17.087198,2.629860692995784e-178,9.272292340253177e-178
PPP2CA,-28.567028,-16.320148,1.7262251848558815e-179,6.214410665481173e-179
CAV1,-28.66241,-47.40722,1.122834722988675e-180,4.129134142603514e-180
ATF4,-28.757792,-15.209555,7.237488225960795e-182,2.7200230475588924e-181
IGFBP2,-29.04394,-85.897804,1.8353781776514485e-185,7.132947008599947e-185
CERS2,-29.139322,-14.96399,1.140806239059553e-186,4.484548663889277e-186
DLD,-29.139322,-16.594091,1.140806239059553e-186,4.484548663889277e-186
STAT3,-29.234705,-16.288595,7.02670477993142e-188,2.930650042361641e-187
MEAF6,-29.234705,-14.190563,7.02670477993142e-188,2.930650042361641e-187
PIK3R1,-29.234705,-23.099707,7.02670477993142e-188,2.930650042361641e-187
TWISTNB,-29.234705,-17.311958,7.02670477993142e-188,2.930650042361641e-187
DNAJA2,-29.425468,-15.260401,2.594129875423466e-190,1.1374261761472121e-189
EGR1,-29.520851,-49.379246,1.5548619808126194e-191,6.996878913656788e-191
PPT1,-29.520851,-15.925859,1.5548619808126194e-191,6.996878913656788e-191
IDH2,-29.616234,-17.590252,9.235179722134456e-193,4.268150628337816e-192
SF3B2,-29.616234,-16.511341,9.235179722134456e-193,4.268150628337816e-192
CKB,-29.616234,-79.53175,9.235179722134456e-193,4.268150628337816e-192
BNIP3,-29.711617,-27.636919,5.43565904829112e-194,2.6557077064508045e-193
ERCC1,-30.093145,-17.503536,5.956793698854347e-199,3.0867021894063436e-198
PNKD,-30.093145,-18.246742,5.956793698854347e-199,3.0867021894063436e-198
NCL,-30.188528,-19.731667,3.3503157571712076e-200,1.8480774015363759e-199
NCAM1,-30.28391,-20.910109,1.8672914241125226e-201,1.0469076508958734e-200
CHCHD10,-30.379293,-18.395796,1.0313156799121933e-202,5.978134958135087e-202
PRPF31,-30.379293,-16.716408,1.0313156799121933e-202,5.978134958135087e-202
FYN,-30.474676,-16.439737,5.644484275590645e-204,3.447167182592858e-203
GNAI3,-30.474676,-18.234838,5.644484275590645e-204,3.447167182592858e-203
ATRX,-30.66544,-18.115187,1.645314184379378e-206,1.0821104828033601e-205
LMNA,-30.760822,-28.604755,8.762755966155108e-208,5.876201059656955e-207
NMB,-30.760822,-38.481327,8.762755966155108e-208,5.876201059656955e-207
FOS,-30.760822,-115.82504,8.762755966155108e-208,5.876201059656955e-207
UBE2N,-30.760822,-20.672823,8.762755966155108e-208,5.876201059656955e-207
ATP6V0E2,-30.856205,-25.58738,4.624721844794956e-209,3.514788602044167e-208
NFKBIA,-30.951588,-105.25847,2.418708417561043e-210,1.9237169274555275e-209
HIF1A,-31.04697,-33.412643,1.2535290090147685e-211,1.0717673027076271e-210
TMEM106B,-31.04697,-22.945312,1.2535290090147685e-211,1.0717673027076271e-210
PMP22,-31.04697,-28.747807,1.2535290090147685e-211,1.0717673027076271e-210
APOE,-31.04697,-391.04852,1.2535290090147685e-211,1.0717673027076271e-210
JUN,-31.142353,-155.84264,6.437810819069397e-213,6.475680294475688e-212
LSM2,-31.142353,-19.237062,6.437810819069397e-213,6.475680294475688e-212
SOD2,-31.142353,-189.18811,6.437810819069397e-213,6.475680294475688e-212
S100B,-31.142353,-66.43702,6.437810819069397e-213,6.475680294475688e-212
POLR2K,-31.142353,-18.238209,6.437810819069397e-213,6.475680294475688e-212
APEX1,-31.237734,-20.686796,3.276385204415195e-214,4.15008792559258e-213
LGALS3,-31.237734,-39.19342,3.276385204415195e-214,4.15008792559258e-213
PRNP,-31.237734,-27.772503,3.276385204415195e-214,4.15008792559258e-213
RCAN1,-31.237734,-120.29673,3.276385204415195e-214,4.15008792559258e-213
CYCS,-31.333117,-37.579865,1.6523597266262442e-215,2.568668302300798e-214
SQSTM1,-31.333117,-38.009945,1.6523597266262442e-215,2.568668302300798e-214
TMEM230,-31.333117,-24.951193,1.6523597266262442e-215,2.568668302300798e-214
CSTB,-31.4285,-35.554073,8.257852506607772e-217,1.5689919762554768e-215
PFN1,-31.4285,-66.48691,8.257852506607772e-217,1.5689919762554768e-215
SPARC,-31.4285,-54.035114,8.257852506607772e-217,1.5689919762554768e-215
CLU,-31.4285,-601.21185,8.257852506607772e-217,1.5689919762554768e-215
ACTN1,-31.4285,-57.00237,8.257852506607772e-217,1.5689919762554768e-215
APP,-31.4285,-35.07792,8.257852506607772e-217,1.5689919762554768e-215
CD9,-31.4285,-41.830795,8.257852506607772e-217,1.5689919762554768e-215
ATP6V0C,-31.4285,-33.54029,8.257852506607772e-217,1.5689919762554768e-215
HSPB1,-31.4285,-81.21723,8.257852506607772e-217,1.5689919762554768e-215
LAMP1,-31.4285,-34.433453,8.257852506607772e-217,1.5689919762554768e-215
PARK7,-31.4285,-37.529633,8.257852506607772e-217,1.5689919762554768e-215
CTSD,-31.4285,-39.556965,8.257852506607772e-217,1.5689919762554768e-215
RDX,-31.4285,-44.046215,8.257852506607772e-217,1.5689919762554768e-215
MIF,-31.4285,-153.24117,8.257852506607772e-217,1.5689919762554768e-215
SOD1,-31.4285,-37.178402,8.257852506607772e-217,1.5689919762554768e-215
LSM7,-31.4285,-32.88935,8.257852506607772e-217,1.5689919762554768e-215
