names,scores,logfoldchanges,pvals,pvals_adj
CACNA1A,25.288427,-8.639226,4.282531082614877e-141,1.0613229204741217e-140
TUBA4A,25.144743,-8.083337,1.6132972532054442e-139,3.969407630188935e-139
NEK1,25.001059,-7.5803924,5.953553132046288e-138,1.454367979399879e-137
CASP6,24.857374,-7.7791557,2.15221771844763e-136,5.1835102796414756e-136
DMD,24.857374,-7.978279,2.15221771844763e-136,5.1835102796414756e-136
CUL2,24.71369,-6.8125744,7.621570364613135e-135,1.8101229615956195e-134
PTDSS1,24.641848,-7.222566,4.500562067470723e-134,1.0542412514212243e-133
SRGAP3,24.641848,-8.345396,4.500562067470723e-134,1.0542412514212243e-133
CYP27A1,24.498163,-6.8478765,1.5452464951660456e-132,3.595063274467943e-132
NR4A2,24.426321,-8.578567,8.984761011110202e-132,2.0762082877024928e-131
CCND1,24.06711,-8.629328,5.52692760024129e-128,1.2435587100542904e-127
CEP135,23.995268,-6.820855,3.1157748437439348e-127,6.964673180133501e-127
ORC6,23.923426,-8.837502,1.7474738710860267e-126,3.855716541364007e-126
BACE2,23.923426,-8.792251,1.7474738710860267e-126,3.855716541364007e-126
CDK7,23.851583,-7.327028,9.750293098562451e-126,2.1239491972664704e-125
CCL2,23.851583,-9.388977,9.750293098562451e-126,2.1239491972664704e-125
SYP,23.779741,-7.6314793,5.412364421676009e-125,1.171537108995693e-124
IL1B,23.133163,-15.422404,2.147940546394532e-118,4.562706005384658e-118
TGFB2,22.917637,-8.88198,3.099514280920329e-116,6.503275362421795e-116
CNR1,22.917637,-8.489181,3.099514280920329e-116,6.503275362421795e-116
CA2,22.845795,-7.867721,1.609074437022726e-115,3.355508886962027e-115
CEP41,22.558426,-8.412132,1.1100272450385903e-112,2.3007837442618056e-112
APBB1,22.3429,-7.427054,1.415505064124131e-110,2.88156388053841e-110
MAPK8,22.271057,-7.290112,7.051743185427166e-110,1.4186448055388771e-109
PLAU,22.271057,-9.72035,7.051743185427166e-110,1.4186448055388771e-109
GNPTAB,22.127373,-7.1235156,1.723278512768577e-108,3.446557025537154e-108
PPP3CC,22.05553,-7.0813904,8.453361775223788e-108,1.680842864608451e-107
ATP13A2,21.983688,-8.001278,4.125403860730993e-107,8.155422661098263e-107
PHF19,21.62448,-8.105389,1.0570561777773396e-103,2.054052345453694e-103
PTPRN2,21.480795,-8.421971,2.3544690498888796e-102,4.523755140797735e-102
CTSC,21.193426,-8.790787,1.0981012548502395e-99,2.09804820759096e-99
EGR2,21.121584,-8.172896,5.03776807098425e-99,9.571759334870075e-99
PDE4D,20.762373,-7.51157,9.47696607471863e-96,1.7808364821724018e-95
TMEM237,20.618689,-7.9828444,1.8654637308134513e-94,3.467329325751089e-94
ABAT,20.618689,-8.267251,1.8654637308134513e-94,3.467329325751089e-94
PRKAR1B,20.403162,-8.674874,1.5674392716972113e-92,2.8820657576368077e-92
CXCR4,19.900267,-7.11301,4.04763072091895e-88,7.36324311996958e-88
TRIM37,19.900267,-8.160131,4.04763072091895e-88,7.36324311996958e-88
TFAM,19.6129,-7.7193804,1.1999355998981076e-85,2.1713120379108613e-85
MSH6,19.325531,-7.8140426,3.2759894571384936e-83,5.835356220527942e-83
BMI1,19.325531,-7.8000593,3.2759894571384936e-83,5.835356220527942e-83
TRADD,19.110004,-6.891347,2.084523696804089e-81,3.674778888180404e-81
TSC1,19.110004,-7.9592385,2.084523696804089e-81,3.674778888180404e-81
NELFA,18.678951,-7.749713,7.344779792662907e-78,1.2622686879852835e-77
NTRK2,18.678951,-11.129859,7.344779792662907e-78,1.2622686879852835e-77
CXCL16,17.888687,-6.559965,1.4446977612408105e-71,2.4581424594246625e-71
ITPR2,17.673162,-7.7049637,6.750516174318669e-70,1.1429091740678142e-69
HTT,17.457636,-7.5824137,3.011526367074567e-68,5.0241074026317165e-68
ATM,17.457636,-6.9982805,3.011526367074567e-68,5.0241074026317165e-68
TAZ,16.882898,-8.106875,6.0119326182343545e-64,9.932758238821977e-64
OPTN,16.811056,-8.508101,2.0253015767120882e-63,3.330063169401607e-63
NAGLU,16.451845,-8.608901,8.135096790840654e-61,1.331197656683016e-60
STXBP3,16.380003,-7.299993,2.6572768705844577e-60,4.327565189237545e-60
SP100,16.30816,-7.639134,8.63530225670091e-60,1.3996556264415693e-59
DDX23,16.164476,-8.718903,8.97964689178942e-59,1.4418024586816814e-58
MBP,16.092634,-8.21418,2.8734284179440164e-58,4.570755902031877e-58
ATXN3,16.092634,-7.447582,2.8734284179440164e-58,4.570755902031877e-58
OTUD4,15.374214,-8.14383,2.437844410602116e-53,3.824508203788641e-53
ATF6,15.302372,-7.568019,7.372040592592211e-53,1.14601721939388e-52
ARRB2,15.302372,-6.9500837,7.372040592592211e-53,1.14601721939388e-52
REST,15.015003,-8.028897,5.855900334327541e-51,9.021251866396481e-51
MYH10,14.871319,-8.860899,5.060638387087002e-50,7.761158423245537e-50
TBK1,14.799477,-7.4214873,1.4762625399295726e-49,2.2539365564996154e-49
CSF1,14.583951,-8.784547,3.553444429132189e-48,5.401235532280927e-48
CERS4,14.368424,-8.268333,8.16684024972505e-47,1.230422627932144e-46
PRKACB,14.296582,-8.968014,2.2982300786837535e-46,3.4473451180256303e-46
CLN3,14.22474,-7.5828633,6.434311549421763e-46,9.609321178612414e-46
SLC12A2,13.937371,-9.344471,3.755172633399762e-44,5.583778437490081e-44
HPCAL1,13.865529,-7.461322,1.0246741514629139e-43,1.5105110336220542e-43
MNAT1,13.578161,-8.531282,5.3964522075429475e-42,7.920972768153167e-42
BIN1,13.506319,-7.808329,1.435206276508166e-41,2.088683176875714e-41
POMGNT1,13.506319,-9.411234,1.435206276508166e-41,2.088683176875714e-41
TP53,13.362635,-8.652929,9.996260652978382e-41,1.4486106539485623e-40
GNG2,13.003424,-8.447192,1.1698602554427323e-38,1.6670508640058936e-38
OPA1,13.003424,-8.368893,1.1698602554427323e-38,1.6670508640058936e-38
CXXC1,13.003424,-7.349549,1.1698602554427323e-38,1.6670508640058936e-38
UBQLN2,12.787897,-7.8388734,1.9158708854664164e-37,2.696410875841623e-37
HLA-DRB1,12.716055,-8.796116,4.815634858092213e-37,6.74978328470302e-37
ADAM10,12.356845,-7.782105,4.4737414714139265e-35,6.194411268111591e-35
MYC,12.285003,-9.391503,1.0904143770086331e-34,1.503716600552228e-34
AK3,11.997634,-9.243099,3.6559788463243794e-33,5.0214649214575814e-33
CREB1,11.710266,-8.463379,1.1292519659833274e-31,1.5448166894651918e-31
NMB,11.566582,-10.769436,6.085953566026343e-31,8.292414819047846e-31
GAK,11.49474,-7.4310775,1.4020361767699791e-30,1.9027633827592575e-30
PCNA,11.351055,-8.929609,7.327313040865886e-30,9.904905375399734e-30
SIRT7,11.279213,-7.7504168,1.6622643192034323e-29,2.2293897928140152e-29
PANK2,10.560792,-8.072707,4.52826094587476e-26,6.025934799568746e-26
EFHC1,10.48895,-9.524697,9.710181183279874e-26,1.2871635522022157e-25
TCERG1,9.986054,-8.370969,1.754252529941274e-23,2.3075167893842913e-23
PLAUR,9.986054,-10.390588,1.754252529941274e-23,2.3075167893842913e-23
TBPL1,9.914212,-8.054453,3.6109208369940454e-23,4.731551441578404e-23
XAB2,9.842371,-7.995831,7.394755575808453e-23,9.652696209643095e-23
PRKCA,9.770529,-8.860142,1.5066416796871106e-22,1.9517858123219388e-22
TSPAN13,9.770529,-10.089438,1.5066416796871106e-22,1.9517858123219388e-22
IDH2,9.698687,-7.994798,3.054054151862832e-22,3.941458565800334e-22
GTF2H1,9.555002,-8.066107,1.2358145284922682e-21,1.5889043937757734e-21
HLA-DRA,9.48316,-11.372427,2.466969292360537e-21,3.1599381947090028e-21
PINK1,9.123949,-8.758116,7.243543025145576e-20,9.209262879553111e-20
ATG5,9.052107,-7.5348706,1.4023550361553484e-19,1.7763163791301078e-19
MDM2,8.47737,-8.921961,2.3034100493649954e-17,2.86460449775574e-17
ORC4,8.333686,-8.375062,7.836357732232439e-17,9.640411310875878e-17
RARS2,8.261844,-8.421265,1.4343921726783472e-16,1.7582871794121676e-16
JAM3,7.687107,-9.845277,1.5049935175403514e-14,1.8252049042510646e-14
CASP3,6.9686856,-9.213041,3.199154623876341e-12,3.812233036117452e-12
CDKN1B,6.7531595,-7.8506103,1.4465990065336859e-11,1.7118922499464378e-11
PTGDS,6.7531595,-17.34817,1.4465990065336859e-11,1.7118922499464378e-11
POLR2B,6.609475,-8.833916,3.856850445624441e-11,4.548423628977789e-11
RNF216,6.4657907,-8.921562,1.0077036153879827e-10,1.180255604324281e-10
ATP6V1H,6.4657907,-7.8485246,1.0077036153879827e-10,1.180255604324281e-10
GGA1,6.322107,-7.6649523,2.5802122192946455e-10,3.001471357138669e-10
TPM1,6.1065803,-12.411495,1.0178845600730585e-09,1.1800559984575798e-09
ERLEC1,5.962896,-8.51949,2.4780611424459856e-09,2.863165238907186e-09
SUCLA2,5.819212,-9.21418,5.9125779725954435e-09,6.762881828186093e-09
CERS2,5.316317,-8.627582,1.058886468436502e-07,1.1951787861560518e-07
CCS,5.1726327,-9.2297325,2.3081846514899528e-07,2.588193937080537e-07
TIA1,5.0289483,-9.499282,4.931769268078324e-07,5.494023093429273e-07
KRAS,4.813422,-8.03935,1.4836745572799764e-06,1.6474568136030907e-06
CHMP2B,4.669738,-8.412829,3.015843351416802e-06,3.305828289053033e-06
KIF3A,4.669738,-9.508835,3.015843351416802e-06,3.305828289053033e-06
GUSB,4.5978956,-8.865344,4.267794739053874e-06,4.663213420947044e-06
NF1,4.4542117,-8.662176,8.420207019508192e-06,9.171053505324209e-06
SLC2A1,4.3823695,-11.735986,1.1739555629555155e-05,1.2705468434518554e-05
SNRPA,4.0950007,-9.236764,4.2216677298256824e-05,4.554606825237802e-05
CD68,3.9513166,-9.195462,7.772240795323086e-05,8.358825006290867e-05
CCNH,3.3047376,-8.356047,0.0009506537297032138,0.0010065745373328146
PPP3CA,3.2328954,-9.051002,0.0012254240706707099,0.0012935031857079717
CAV1,3.1610534,-20.868193,0.0015719972182329032,0.0016441071823720273
MTA1,3.1610534,-9.807047,0.0015719972182329032,0.0016441071823720273
RING1,3.1610534,-8.785377,0.0015719972182329032,0.0016441071823720273
ADNP,3.017369,-9.143094,0.002549791593820107,0.0026505432373449133
HMOX1,2.8018427,-12.452726,0.005081164016126169,0.0052659336167125755
SPP1,2.1552637,-15.19397,0.03114121059579671,0.03207919886675444
DLD,1.3650002,-9.250611,0.17225295717370526,0.17532890283752142
SF3A2,1.3650002,-9.051671,0.17225295717370526,0.17532890283752142
PARP1,1.0057896,-9.649447,0.31451674718222344,0.31918316776356204
PPT1,0.57473695,-9.053581,0.5654692026195415,0.5704733548551126
EGLN1,0.3592106,-10.692004,0.7194375444233914,0.7236695299788232
CHCHD10,0.21552636,-9.551006,0.8293569607326793,0.8293569607326793
ZNF24,-0.28736848,-8.615675,0.773830190649588,0.776099487396361
GLS,-0.7184212,-9.860755,0.47249761400068846,0.4780893017403416
PIK3R1,-1.5805267,-9.552791,0.11398630694745414,0.11671651789230333
TARDBP,-1.9397373,-9.063429,0.052411628671028596,0.05382815917565099
PNKD,-2.6581585,-10.345404,0.007856893931353836,0.008117999167743238
NCAM1,-3.0892112,-11.227164,0.0020068872067812694,0.002092547026582909
PRKRA,-3.4484217,-9.263969,0.0005638727237474967,0.0005988958742908194
RCAN1,-3.8076324,-13.004148,0.00014030362315464587,0.00014948236485635166
CAMK2D,-3.8076324,-11.19891,0.00014030362315464587,0.00014948236485635166
CNP,-3.8794746,-10.582096,0.00010468236389873352,0.00011222999515162026
U2AF2,-4.3823695,-10.10294,1.1739555629555155e-05,1.2705468434518554e-05
RAD23B,-4.669738,-9.3784275,3.015843351416802e-06,3.305828289053033e-06
FYN,-4.74158,-9.367352,2.120579168057162e-06,2.3470487879467615e-06
ELAVL1,-5.1007905,-9.717404,3.3823765657923163e-07,3.780303220591412e-07
CELF1,-5.244475,-9.911634,1.567281078032813e-07,1.7631912127869146e-07
TWISTNB,-5.3881593,-10.026257,7.118304164714052e-08,8.061125908384786e-08
TNFRSF12A,-5.3881593,-14.151585,7.118304164714052e-08,8.061125908384786e-08
POLR2H,-5.74737,-9.82127,9.064241894222134e-09,1.0333235759413233e-08
SPARC,-5.819212,-23.797682,5.9125779725954435e-09,6.762881828186093e-09
TOMM40,-5.8910537,-10.149159,3.837403389215546e-09,4.4188281451572955e-09
HSPA6,-6.3939486,-28.749268,1.6165562879453332e-10,1.8869018787621294e-10
SGK1,-7.11237,-12.027545,1.1406699624613921e-12,1.3640179271391471e-12
NR3C1,-7.184212,-9.335584,6.759586789969207e-13,8.111504147963047e-13
SMARCB1,-7.3997383,-9.889365,1.3645299702367128e-13,1.643201583876605e-13
ATP6V0E2,-7.615265,-11.786317,2.6315140276089244e-14,3.1801335598666156e-14
SLC2A3,-8.046317,-11.514244,8.532244401080929e-16,1.0384439804874297e-15
PRPF31,-8.1900015,-10.204116,2.6122233076221827e-16,3.1906441828813806e-16
SRSF4,-8.333686,-9.831458,7.836357732232439e-17,9.640411310875878e-17
MEAF6,-8.333686,-9.322381,7.836357732232439e-17,9.640411310875878e-17
TMEM106B,-8.549212,-10.745404,1.2393129457861973e-17,1.546879662258684e-17
APOE,-8.549212,-20.96964,1.2393129457861973e-17,1.546879662258684e-17
EIF2S1,-8.836581,-9.728786,9.869255878156193e-19,1.240913790562286e-18
PMP22,-8.908423,-13.685166,5.176357627976031e-19,6.532525124604439e-19
LSM2,-9.339476,-10.388563,9.681231793252469e-21,1.2354407736165464e-20
S100B,-10.704476,-16.702206,9.697775776379134e-27,1.29556223262565e-26
BCAS2,-11.279213,-10.085595,1.6622643192034323e-29,2.2293897928140152e-29
ACTN1,-12.356845,-12.546706,4.4737414714139265e-35,6.194411268111591e-35
POLR2K,-12.500529,-9.8264065,7.415615345370898e-36,1.0351593665783049e-35
ENO2,-12.787897,-14.7154455,1.9158708854664164e-37,2.696410875841623e-37
DNAJA2,-12.9315815,-9.786248,2.986115470692869e-38,4.2375580538463114e-38
ATRX,-13.21895,-11.080403,6.820926066687582e-40,9.842855336739043e-40
TMEM230,-13.865529,-10.636353,1.0246741514629139e-43,1.5105110336220542e-43
DDIT3,-14.512109,-13.693382,1.0155052513505771e-47,1.5367380352296342e-47
STAT3,-15.015003,-11.063211,5.855900334327541e-51,9.021251866396481e-51
ERCC1,-15.661582,-11.666881,2.7692076740256943e-55,4.364373384869988e-55
APEX1,-15.948951,-11.932265,2.8972336959117915e-57,4.5872866851936705e-57
CD9,-16.164476,-13.470117,8.97964689178942e-59,1.4418024586816814e-58
BNIP3,-17.385794,-15.323702,1.0571449598934005e-67,1.7550659042890436e-67
XBP1,-17.529478,-12.607882,8.535018962057638e-69,1.4379194507505973e-68
PPP2CA,-18.60711,-10.342932,2.8139558835161382e-77,4.811864560812596e-77
CKB,-18.678951,-29.643047,7.344779792662907e-78,1.2622686879852835e-77
HIF1A,-18.822636,-11.502308,4.927153726192987e-79,8.597380481418375e-79
PRNP,-18.96632,-11.624696,3.237965779464091e-80,5.67889382859856e-80
GNAI3,-19.397373,-11.044268,8.121754947962018e-84,1.4619158906331633e-83
RDX,-20.403162,-13.841677,1.5674392716972113e-92,2.8820657576368077e-92
UBE2N,-20.762373,-11.5178995,9.47696607471863e-96,1.7808364821724018e-95
SF3B2,-21.552637,-11.621692,5.001656993510131e-103,9.664218597629745e-103
SOD2,-21.840004,-26.173084,9.674526425746672e-106,1.8906788786316356e-105
IGFBP2,-21.911846,-70.06579,2.0029335778773395e-106,3.93680048065546e-106
LGALS3,-22.486584,-18.028566,5.61603791106997e-112,1.1501107578358861e-111
CLU,-22.486584,-28.796072,5.61603791106997e-112,1.1501107578358861e-111
LMNA,-23.276848,-15.968661,7.608887355784933e-120,1.6263996722990294e-119
EGR1,-23.636057,-21.263016,1.642150591197989e-123,3.532172969746618e-123
APP,-24.06711,-14.377648,5.52692760024129e-128,1.2435587100542904e-127
LAMP1,-24.06711,-12.024567,5.52692760024129e-128,1.2435587100542904e-127
ATF4,-24.354479,-12.568102,5.197296478874662e-131,1.1929365072316339e-130
NFKBIA,-24.785532,-23.766779,1.2840569509325983e-135,3.0709613791534867e-135
SQSTM1,-26.4379,-15.638657,5.0268745617590686e-154,1.2829784329265683e-153
NCL,-27.08448,-12.857915,1.5001619270414083e-161,4.008245148813763e-161
CSTB,-27.731058,-15.596876,2.948904384982537e-169,8.26660081691826e-169
CTSD,-27.874743,-15.166843,5.401142462134992e-171,1.5393256017084727e-170
PARK7,-28.880533,-14.090539,2.0966417954265954e-183,6.578454073723813e-183
SOD1,-28.952375,-13.682169,2.6196064377373184e-184,8.295420386168176e-184
LSM7,-29.239742,-16.140211,6.063096935957966e-188,1.974837287712023e-187
HSPB1,-30.82027,-27.83155,1.4023778752763438e-208,5.048560350994837e-208
CYCS,-32.113426,-16.27776,2.863569818346408e-226,1.1521657386758489e-225
FOS,-33.981323,-35.282314,4.205531548125565e-253,2.1467041633715571e-252
ATP6V0C,-35.058956,-16.362873,2.8479355560651837e-269,1.6233232669571548e-268
PFN1,-36.99869,-20.297855,1.201927839128753e-299,7.904986941962184e-299
JUN,-37.57343,-53.863594,5.83986596611801e-309,4.160904500859083e-308
MIF,-40.01606,-44.602894,0.0,0.0
